date,temperature,humidity,rainfall,wind_speed,pressure,label,event_source
2023-05-03,32.0,65.0,2.5,16.4,999.8,Low Risk,Varanasi (UP)
2023-05-04,33.4,64.0,2.4,13.0,999.1,Low Risk,Varanasi (UP)
2023-05-05,36.1,50.0,0.0,18.4,997.1,Low Risk,Varanasi (UP)
2023-05-06,37.6,37.0,0.0,20.5,995.5,Low Risk,Varanasi (UP)
2023-05-07,39.4,31.0,0.0,23.4,995.1,Low Risk,Varanasi (UP)
2023-05-08,39.7,34.0,0.0,25.8,995.1,Low Risk,Varanasi (UP)
2023-05-09,41.7,34.0,0.0,25.6,995.0,Low Risk,Varanasi (UP)
2023-05-10,40.1,21.0,0.0,21.9,995.4,Low Risk,Varanasi (UP)
2023-05-11,39.9,24.0,0.0,20.0,997.0,Low Risk,Varanasi (UP)
2023-05-12,39.5,26.0,0.0,11.0,996.3,Low Risk,Varanasi (UP)
2023-05-13,40.1,33.0,0.0,13.9,995.2,Low Risk,Varanasi (UP)
2023-05-14,41.9,34.0,0.0,23.4,991.7,Low Risk,Varanasi (UP)
2023-05-15,41.6,31.0,0.0,21.6,991.7,Low Risk,Varanasi (UP)
2023-05-16,42.2,25.0,0.0,22.4,993.3,Low Risk,Varanasi (UP)
2023-05-17,42.5,25.0,0.0,22.6,995.1,Low Risk,Varanasi (UP)
2023-05-18,41.6,41.0,0.0,20.1,996.7,Low Risk,Varanasi (UP)
2023-05-19,41.9,29.0,0.0,24.6,995.0,Low Risk,Varanasi (UP)
2023-05-20,42.5,24.0,0.0,24.2,994.1,Low Risk,Varanasi (UP)
2023-05-21,43.9,24.0,0.0,25.3,994.2,Low Risk,Varanasi (UP)
2023-05-22,43.2,44.0,0.0,17.9,995.1,Low Risk,Varanasi (UP)
2023-05-23,38.4,54.0,1.1,18.8,996.0,Low Risk,Varanasi (UP)
2023-05-24,37.4,56.0,1.7,20.6,995.0,Low Risk,Varanasi (UP)
2023-05-25,34.7,63.0,12.5,23.1,995.2,Low Risk,Varanasi (UP)
2023-05-26,34.1,72.0,5.1,19.9,996.8,Low Risk,Varanasi (UP)
2023-05-27,35.5,63.0,0.0,7.8,996.1,Low Risk,Varanasi (UP)
2023-05-28,36.5,60.0,0.0,15.6,996.7,Low Risk,Varanasi (UP)
2023-05-29,37.8,52.0,0.0,12.2,997.4,Low Risk,Varanasi (UP)
2023-05-30,39.2,45.0,0.0,14.5,996.8,Low Risk,Varanasi (UP)
2023-05-31,40.3,38.0,0.0,17.1,995.9,Low Risk,Varanasi (UP)
2023-06-01,39.7,32.0,0.0,23.4,994.7,Low Risk,Varanasi (UP)
2023-06-02,40.6,34.0,0.0,20.0,993.9,Low Risk,Varanasi (UP)
2023-06-03,40.8,32.0,0.0,18.1,994.6,Low Risk,Varanasi (UP)
2023-06-04,41.3,31.0,0.0,17.2,993.9,Low Risk,Varanasi (UP)
2023-06-05,39.5,37.0,0.4,15.6,993.3,Low Risk,Varanasi (UP)
2023-06-06,40.3,36.0,0.0,15.0,992.3,Low Risk,Varanasi (UP)
2023-06-07,41.2,30.0,0.0,16.3,991.9,Low Risk,Varanasi (UP)
2023-06-08,42.2,27.0,0.0,24.1,991.6,Low Risk,Varanasi (UP)
2023-06-09,42.3,28.0,0.0,24.6,989.2,Low Risk,Varanasi (UP)
2023-06-10,42.8,31.0,0.0,20.7,987.6,Low Risk,Varanasi (UP)
2023-06-11,42.9,33.0,0.0,24.0,987.3,Low Risk,Varanasi (UP)
2023-06-12,42.0,32.0,0.0,24.2,987.7,Low Risk,Varanasi (UP)
2023-06-13,44.2,31.0,0.0,28.7,986.7,Low Risk,Varanasi (UP)
2023-06-14,43.5,30.0,0.0,32.1,987.5,Low Risk,Varanasi (UP)
2023-06-15,42.7,30.0,0.0,33.6,988.4,Low Risk,Varanasi (UP)
2023-06-16,42.3,33.0,0.0,27.5,989.3,Low Risk,Varanasi (UP)
2023-06-17,43.1,34.0,0.0,20.7,989.8,Low Risk,Varanasi (UP)
2023-06-18,42.6,35.0,0.0,21.9,990.1,Low Risk,Varanasi (UP)
2023-06-19,42.5,37.0,0.0,16.6,989.2,Low Risk,Varanasi (UP)
2023-06-20,40.8,43.0,0.0,17.9,989.3,Low Risk,Varanasi (UP)
2023-06-21,39.3,57.0,4.8,18.3,990.1,Low Risk,Varanasi (UP)
2023-06-22,40.7,63.0,6.4,13.2,990.7,Low Risk,Varanasi (UP)
2023-06-23,37.3,73.0,8.1,11.7,991.2,Low Risk,Varanasi (UP)
2023-06-24,37.3,75.0,16.3,14.5,990.4,Low Risk,Varanasi (UP)
2023-06-25,37.7,69.0,2.9,18.3,990.0,Low Risk,Varanasi (UP)
2023-06-26,36.0,64.0,2.7,27.5,989.4,Low Risk,Varanasi (UP)
2023-06-27,36.2,64.0,3.9,25.2,988.7,Low Risk,Varanasi (UP)
2023-06-28,34.0,76.0,14.4,23.5,990.4,Low Risk,Varanasi (UP)
2023-06-29,32.5,83.0,10.4,15.3,990.4,Low Risk,Varanasi (UP)
2023-06-30,31.5,88.0,40.4,12.5,991.0,Low Risk,Varanasi (UP)
2023-07-01,33.7,84.0,15.2,13.0,991.3,Low Risk,Varanasi (UP)
2023-07-02,31.9,86.0,17.2,15.5,991.2,Low Risk,Varanasi (UP)
2023-07-03,33.5,81.0,5.5,9.5,990.8,Low Risk,Varanasi (UP)
2023-07-04,35.2,84.0,33.4,12.9,989.9,Low Risk,Varanasi (UP)
2023-07-05,33.1,84.0,9.8,16.6,989.6,Low Risk,Varanasi (UP)
2023-07-06,35.3,75.0,18.1,17.6,990.6,Low Risk,Varanasi (UP)
2023-07-07,32.7,83.0,9.2,20.5,990.9,Low Risk,Varanasi (UP)
2023-07-08,33.7,82.0,11.1,15.7,992.4,Low Risk,Varanasi (UP)
2023-07-09,34.3,80.0,3.4,10.1,992.3,Low Risk,Varanasi (UP)
2023-07-10,34.3,79.0,3.8,11.5,991.9,Low Risk,Varanasi (UP)
2023-07-11,33.9,79.0,19.2,8.6,991.5,Low Risk,Varanasi (UP)
2023-07-12,33.5,81.0,9.6,10.0,991.4,Low Risk,Varanasi (UP)
2023-07-13,34.9,75.0,7.3,15.9,991.6,Low Risk,Varanasi (UP)
2023-07-14,33.9,84.0,16.2,12.4,992.1,Low Risk,Varanasi (UP)
2023-07-15,33.5,82.0,15.5,14.8,992.0,Low Risk,Varanasi (UP)
2023-07-16,33.4,81.0,1.8,11.7,991.0,Low Risk,Varanasi (UP)
2023-07-17,34.4,75.0,0.9,19.1,989.7,Low Risk,Varanasi (UP)
2023-07-18,32.8,75.0,1.2,20.5,989.8,Low Risk,Varanasi (UP)
2023-07-19,35.5,70.0,0.4,20.4,988.8,Low Risk,Varanasi (UP)
2023-07-20,35.7,67.0,0.0,20.4,988.7,Low Risk,Varanasi (UP)
2023-07-21,35.8,67.0,0.2,23.1,991.0,Low Risk,Varanasi (UP)
2023-07-22,35.2,70.0,1.1,28.6,993.6,Low Risk,Varanasi (UP)
2023-07-23,35.5,71.0,4.7,23.3,993.3,Low Risk,Varanasi (UP)
2023-07-24,34.8,75.0,7.3,11.9,991.9,Low Risk,Varanasi (UP)
2023-07-25,35.4,68.0,0.3,14.2,992.2,Low Risk,Varanasi (UP)
2023-07-26,35.9,65.0,0.0,16.7,992.6,Low Risk,Varanasi (UP)
2023-07-27,35.3,67.0,0.0,18.1,991.2,Low Risk,Varanasi (UP)
2023-07-28,35.2,74.0,2.5,15.8,989.2,Low Risk,Varanasi (UP)
2023-07-29,33.2,81.0,11.3,13.0,990.0,Low Risk,Varanasi (UP)
2023-07-30,33.6,82.0,10.3,13.9,989.9,Low Risk,Varanasi (UP)
2023-07-31,34.2,79.0,5.3,15.1,988.8,Low Risk,Varanasi (UP)
2023-08-01,34.1,81.0,2.4,17.3,987.7,Low Risk,Varanasi (UP)
2023-08-02,32.4,88.0,51.9,19.2,986.6,Low Risk,Varanasi (UP)
2023-08-03,31.4,83.0,3.8,27.5,986.2,Low Risk,Varanasi (UP)
2023-08-04,33.6,80.0,13.4,17.9,988.8,Low Risk,Varanasi (UP)
2023-08-05,31.6,88.0,24.8,12.1,991.2,Low Risk,Varanasi (UP)
2023-08-06,31.7,88.0,19.5,20.5,990.1,Low Risk,Varanasi (UP)
2023-08-07,31.9,82.0,2.7,20.7,988.8,Low Risk,Varanasi (UP)
2023-08-08,31.3,76.0,0.0,20.1,990.4,Low Risk,Varanasi (UP)
2023-08-09,29.9,84.0,8.4,17.3,993.3,Low Risk,Varanasi (UP)
2023-08-10,32.3,82.0,2.7,16.8,994.4,Low Risk,Varanasi (UP)
2023-08-11,33.2,78.0,0.5,17.5,994.1,Low Risk,Varanasi (UP)
2023-08-12,33.7,72.0,4.0,20.5,992.5,Low Risk,Varanasi (UP)
2023-08-13,32.1,76.0,0.3,15.4,992.8,Low Risk,Varanasi (UP)
2023-08-14,33.0,83.0,2.2,10.1,994.7,Low Risk,Varanasi (UP)
2023-08-15,33.3,81.0,0.7,12.9,994.4,Low Risk,Varanasi (UP)
2023-08-16,34.4,76.0,0.1,13.0,993.6,Low Risk,Varanasi (UP)
2023-08-17,31.9,85.0,11.8,17.0,993.5,Low Risk,Varanasi (UP)
2023-08-18,32.5,88.0,4.7,14.8,992.7,Low Risk,Varanasi (UP)
2023-08-19,34.2,78.0,0.7,23.8,992.4,Low Risk,Varanasi (UP)
2023-08-20,33.8,77.0,0.4,16.3,993.4,Low Risk,Varanasi (UP)
2023-08-21,33.9,82.0,2.1,11.3,992.9,Low Risk,Varanasi (UP)
2023-08-22,32.0,86.0,3.2,10.7,993.0,Low Risk,Varanasi (UP)
2023-08-23,32.9,86.0,21.5,13.7,991.9,Low Risk,Varanasi (UP)
2023-08-24,32.3,83.0,4.9,17.0,990.6,Low Risk,Varanasi (UP)
2023-08-25,32.0,80.0,1.8,22.1,990.7,Low Risk,Varanasi (UP)
2023-08-26,33.4,73.0,0.0,22.9,991.7,Low Risk,Varanasi (UP)
2023-08-27,33.0,70.0,0.0,24.5,992.0,Low Risk,Varanasi (UP)
2023-08-28,32.9,71.0,0.0,21.3,992.5,Low Risk,Varanasi (UP)
2023-08-29,32.7,74.0,0.3,15.2,994.1,Low Risk,Varanasi (UP)
2023-08-30,32.9,76.0,1.0,15.3,995.5,Low Risk,Varanasi (UP)
2023-08-31,34.4,76.0,2.1,11.0,995.9,Low Risk,Varanasi (UP)
2023-09-01,35.3,72.0,0.0,12.1,995.2,Low Risk,Varanasi (UP)
2023-09-02,36.0,68.0,0.0,17.2,993.9,Low Risk,Varanasi (UP)
2023-09-03,35.8,69.0,0.0,15.5,992.7,Low Risk,Varanasi (UP)
2023-09-04,33.7,84.0,18.9,18.5,992.0,Low Risk,Varanasi (UP)
2023-09-05,32.3,86.0,12.2,21.7,992.3,Low Risk,Varanasi (UP)
2023-09-06,33.6,83.0,16.5,16.3,993.2,Low Risk,Varanasi (UP)
2023-09-07,32.9,86.0,8.4,17.6,992.9,Low Risk,Varanasi (UP)
2023-09-08,30.5,88.0,15.3,19.8,992.5,Low Risk,Varanasi (UP)
2023-09-09,31.2,90.0,13.9,15.3,992.4,Low Risk,Varanasi (UP)
2023-09-10,32.0,89.0,17.3,13.1,991.4,Low Risk,Varanasi (UP)
2023-09-11,32.9,86.0,6.4,11.3,991.0,Low Risk,Varanasi (UP)
2023-09-12,33.0,87.0,5.9,11.6,991.7,Low Risk,Varanasi (UP)
2023-09-13,32.8,88.0,28.9,8.6,992.4,Low Risk,Varanasi (UP)
2023-09-14,32.8,83.0,0.9,16.1,992.7,Low Risk,Varanasi (UP)
2023-09-15,31.6,83.0,5.2,28.6,993.1,Low Risk,Varanasi (UP)
2023-09-16,31.0,86.0,8.1,16.1,994.3,Low Risk,Varanasi (UP)
2023-09-17,32.2,85.0,5.4,8.2,994.2,Low Risk,Varanasi (UP)
2023-09-18,32.0,86.0,15.9,10.0,994.4,Low Risk,Varanasi (UP)
2023-09-19,32.9,85.0,3.2,20.1,996.0,Low Risk,Varanasi (UP)
2023-09-20,32.3,81.0,1.1,14.2,995.8,Low Risk,Varanasi (UP)
2023-09-21,30.8,86.0,12.6,16.8,995.3,Low Risk,Varanasi (UP)
2023-09-22,30.7,87.0,7.7,14.5,995.2,Low Risk,Varanasi (UP)
2023-09-23,30.7,87.0,1.7,11.7,995.2,Low Risk,Varanasi (UP)
2023-09-24,31.1,87.0,2.4,10.6,995.2,Low Risk,Varanasi (UP)
2023-09-25,30.3,86.0,0.9,6.3,995.9,Low Risk,Varanasi (UP)
2023-09-26,31.1,86.0,2.6,11.5,996.8,Low Risk,Varanasi (UP)
2023-09-27,32.1,83.0,0.1,6.7,996.5,Low Risk,Varanasi (UP)
2023-09-28,32.9,82.0,1.2,8.4,996.2,Low Risk,Varanasi (UP)
2023-09-29,34.0,80.0,0.3,8.7,995.9,Low Risk,Varanasi (UP)
2023-09-30,33.0,87.0,11.1,13.4,995.7,Low Risk,Varanasi (UP)
2023-10-01,32.2,87.0,12.7,17.1,994.6,Low Risk,Varanasi (UP)
2023-10-02,29.3,91.0,38.9,19.0,995.0,Low Risk,Varanasi (UP)
2023-10-03,30.4,90.0,19.2,19.4,995.9,Low Risk,Varanasi (UP)
2023-10-04,29.6,91.0,21.3,13.9,996.1,Low Risk,Varanasi (UP)
2023-10-05,30.1,87.0,1.7,10.7,996.0,Low Risk,Varanasi (UP)
2023-10-06,31.5,86.0,0.8,6.3,996.4,Low Risk,Varanasi (UP)
2023-10-07,32.0,83.0,0.9,7.9,997.5,Low Risk,Varanasi (UP)
2023-10-08,33.2,76.0,0.0,12.4,998.2,Low Risk,Varanasi (UP)
2023-10-09,33.7,73.0,0.0,13.7,999.0,Low Risk,Varanasi (UP)
2023-10-10,34.7,71.0,0.0,13.7,999.7,Low Risk,Varanasi (UP)
2023-10-11,34.1,72.0,0.0,14.3,1000.0,Low Risk,Varanasi (UP)
2023-10-12,33.8,70.0,0.0,9.0,1001.8,Low Risk,Varanasi (UP)
2023-10-13,33.6,68.0,0.0,10.8,1002.6,Low Risk,Varanasi (UP)
2023-10-14,33.1,70.0,0.0,14.0,1002.0,Low Risk,Varanasi (UP)
2023-10-15,33.8,65.0,0.0,13.7,1000.1,Low Risk,Varanasi (UP)
2023-10-16,32.5,74.0,1.6,18.4,1001.4,Low Risk,Varanasi (UP)
2023-10-17,30.5,76.0,0.6,18.9,1003.7,Low Risk,Varanasi (UP)
2023-10-18,30.1,79.0,0.0,9.8,1004.3,Low Risk,Varanasi (UP)
2023-10-19,30.8,73.0,0.0,11.3,1004.4,Low Risk,Varanasi (UP)
2023-10-20,30.5,66.0,0.0,10.9,1005.1,Low Risk,Varanasi (UP)
2023-10-21,30.1,69.0,0.0,8.3,1005.4,Low Risk,Varanasi (UP)
2023-10-22,29.4,71.0,0.0,9.5,1005.3,Low Risk,Varanasi (UP)
2023-10-23,29.4,66.0,0.0,7.2,1004.0,Low Risk,Varanasi (UP)
2023-10-24,30.0,66.0,0.0,9.0,1003.3,Low Risk,Varanasi (UP)
2023-10-25,30.1,66.0,0.0,13.0,1003.8,Low Risk,Varanasi (UP)
2023-10-26,30.3,67.0,0.0,10.6,1003.6,Low Risk,Varanasi (UP)
2023-10-27,31.0,64.0,0.0,10.2,1003.3,Low Risk,Varanasi (UP)
2023-10-28,30.7,59.0,0.0,9.8,1004.0,Low Risk,Varanasi (UP)
2023-10-29,30.4,65.0,0.0,8.4,1004.2,Low Risk,Varanasi (UP)
2023-10-30,30.3,67.0,0.0,8.0,1004.5,Low Risk,Varanasi (UP)
2023-10-31,30.5,69.0,0.0,9.0,1005.6,Low Risk,Varanasi (UP)
2023-11-01,30.8,68.0,0.0,8.7,1005.6,Low Risk,Varanasi (UP)
2023-11-02,30.9,69.0,0.0,8.8,1004.0,Low Risk,Varanasi (UP)
2023-11-03,30.8,68.0,0.0,8.5,1002.1,Low Risk,Varanasi (UP)
2023-11-04,30.6,67.0,0.0,9.7,1002.3,Low Risk,Varanasi (UP)
2023-11-05,30.5,65.0,0.0,9.7,1004.4,Low Risk,Varanasi (UP)
2023-11-06,30.2,65.0,0.0,10.3,1005.4,Low Risk,Varanasi (UP)
2023-11-07,29.6,70.0,0.0,9.4,1004.9,Low Risk,Varanasi (UP)
2023-11-08,29.9,71.0,0.0,11.2,1003.9,Low Risk,Varanasi (UP)
2023-11-09,30.7,66.0,0.0,12.1,1004.1,Low Risk,Varanasi (UP)
2023-11-10,30.7,68.0,0.0,9.1,1005.7,Low Risk,Varanasi (UP)
2023-11-11,30.3,73.0,2.3,14.2,1006.2,Low Risk,Varanasi (UP)
2023-11-12,28.3,75.0,0.0,9.2,1007.2,Low Risk,Varanasi (UP)
2023-11-13,28.2,71.0,0.0,9.5,1007.3,Low Risk,Varanasi (UP)
2023-11-14,28.1,68.0,0.0,9.0,1006.8,Low Risk,Varanasi (UP)
2023-11-15,27.9,70.0,0.0,8.2,1006.7,Low Risk,Varanasi (UP)
2023-11-16,28.0,67.0,0.0,10.0,1007.3,Low Risk,Varanasi (UP)
2023-11-17,29.2,69.0,0.0,8.4,1006.3,Low Risk,Varanasi (UP)
2023-11-18,29.3,70.0,0.0,8.5,1005.9,Low Risk,Varanasi (UP)
2023-11-19,29.5,74.0,0.0,9.9,1006.8,Low Risk,Varanasi (UP)
2023-11-20,28.9,70.0,0.0,9.2,1006.8,Low Risk,Varanasi (UP)
2023-11-21,27.4,70.0,0.0,13.4,1005.4,Low Risk,Varanasi (UP)
2023-11-22,27.0,73.0,0.0,10.9,1004.4,Low Risk,Varanasi (UP)
2023-11-23,26.3,66.0,0.0,8.7,1004.3,Low Risk,Varanasi (UP)
2023-11-24,26.1,66.0,0.0,9.2,1005.5,Low Risk,Varanasi (UP)
2023-11-25,25.9,63.0,0.0,8.7,1007.1,Low Risk,Varanasi (UP)
2023-11-26,26.4,68.0,0.0,9.9,1007.7,Low Risk,Varanasi (UP)
2023-11-27,25.4,76.0,0.0,9.2,1006.1,Low Risk,Varanasi (UP)
2023-11-28,25.3,80.0,0.0,7.6,1005.0,Low Risk,Varanasi (UP)
2023-11-29,26.9,79.0,0.0,7.9,1005.4,Low Risk,Varanasi (UP)
2023-11-30,23.2,89.0,20.2,15.2,1006.7,Low Risk,Varanasi (UP)
2023-12-01,23.9,89.0,9.2,7.9,1006.4,Low Risk,Varanasi (UP)
2023-12-02,26.0,88.0,0.0,8.1,1006.2,Low Risk,Varanasi (UP)
2023-12-03,27.8,80.0,0.0,7.6,1006.2,Low Risk,Varanasi (UP)
2023-12-04,27.7,77.0,0.0,14.1,1004.6,Low Risk,Varanasi (UP)
2023-12-05,25.3,74.0,0.0,10.1,1004.4,Low Risk,Varanasi (UP)
2023-12-06,23.4,78.0,0.7,10.5,1005.9,Low Risk,Varanasi (UP)
2023-12-07,20.6,90.0,21.9,9.4,1005.2,Low Risk,Varanasi (UP)
2023-12-08,24.6,87.0,0.0,10.5,1004.8,Low Risk,Varanasi (UP)
2023-12-09,25.4,73.0,0.0,16.4,1005.6,Low Risk,Varanasi (UP)
2023-12-10,24.2,70.0,0.0,15.6,1004.6,Low Risk,Varanasi (UP)
2023-12-11,23.9,74.0,0.0,9.7,1005.7,Low Risk,Varanasi (UP)
2023-12-12,23.4,71.0,0.0,10.6,1004.5,Low Risk,Varanasi (UP)
2023-12-13,22.8,72.0,0.0,14.0,1005.7,Low Risk,Varanasi (UP)
2023-12-14,23.7,74.0,0.0,12.3,1007.3,Low Risk,Varanasi (UP)
2023-12-15,23.2,76.0,0.0,9.8,1008.3,Low Risk,Varanasi (UP)
2023-12-16,22.6,77.0,0.0,11.2,1007.1,Low Risk,Varanasi (UP)
2023-12-17,22.4,74.0,0.0,10.6,1007.5,Low Risk,Varanasi (UP)
2023-12-18,22.1,71.0,0.0,13.4,1008.4,Low Risk,Varanasi (UP)
2023-12-19,21.4,72.0,0.0,10.4,1009.4,Low Risk,Varanasi (UP)
2023-12-20,21.3,77.0,0.0,8.7,1009.1,Low Risk,Varanasi (UP)
2023-12-21,21.9,74.0,0.0,10.2,1007.4,Low Risk,Varanasi (UP)
2023-12-22,21.9,76.0,0.0,8.5,1007.3,Low Risk,Varanasi (UP)
2023-12-23,23.8,71.0,0.0,7.1,1009.0,Low Risk,Varanasi (UP)
2023-12-24,24.3,78.0,0.0,9.6,1009.8,Low Risk,Varanasi (UP)
2023-12-25,24.3,80.0,0.0,10.5,1008.8,Low Risk,Varanasi (UP)
2023-12-26,23.8,76.0,0.0,9.0,1008.9,Low Risk,Varanasi (UP)
2023-12-27,23.5,81.0,0.0,8.5,1009.4,Low Risk,Varanasi (UP)
2023-12-28,23.1,83.0,0.0,9.2,1008.5,Low Risk,Varanasi (UP)
2023-12-29,23.1,82.0,0.0,9.3,1008.8,Low Risk,Varanasi (UP)
2023-12-30,21.8,88.0,0.0,10.5,1007.9,Low Risk,Varanasi (UP)
2023-12-31,19.0,89.0,0.0,7.8,1008.2,Low Risk,Varanasi (UP)
2024-01-01,19.6,87.0,0.0,7.6,1007.8,Low Risk,Varanasi (UP)
2024-01-02,22.2,85.0,0.0,9.0,1007.0,Low Risk,Varanasi (UP)
2024-01-03,22.2,89.0,0.2,14.0,1006.5,Low Risk,Varanasi (UP)
2024-01-04,20.4,93.0,4.9,10.1,1006.6,Low Risk,Varanasi (UP)
2024-01-05,22.1,87.0,0.8,8.7,1007.0,Low Risk,Varanasi (UP)
2024-01-06,22.2,88.0,6.5,7.9,1007.9,Low Risk,Varanasi (UP)
2024-01-07,22.0,86.0,0.4,9.2,1008.9,Low Risk,Varanasi (UP)
2024-01-08,21.9,86.0,0.0,9.0,1009.1,Low Risk,Varanasi (UP)
2024-01-09,22.3,89.0,0.0,9.1,1007.8,Low Risk,Varanasi (UP)
2024-01-10,21.7,81.0,0.0,15.2,1006.9,Low Risk,Varanasi (UP)
2024-01-11,20.0,86.0,0.0,10.2,1008.5,Low Risk,Varanasi (UP)
2024-01-12,19.1,88.0,0.0,12.0,1008.1,Low Risk,Varanasi (UP)
2024-01-13,19.4,87.0,0.0,11.4,1007.2,Low Risk,Varanasi (UP)
2024-01-14,19.0,88.0,0.0,9.4,1006.7,Low Risk,Varanasi (UP)
2024-01-15,17.0,90.0,0.0,10.1,1006.5,Low Risk,Varanasi (UP)
2024-01-16,17.5,89.0,0.0,7.3,1005.4,Low Risk,Varanasi (UP)
2024-01-17,19.0,88.0,0.0,9.5,1005.0,Low Risk,Varanasi (UP)
2024-01-18,18.3,85.0,0.0,9.5,1006.4,Low Risk,Varanasi (UP)
2024-01-19,17.0,85.0,0.0,8.8,1008.5,Low Risk,Varanasi (UP)
2024-01-20,17.3,87.0,0.0,8.4,1008.3,Low Risk,Varanasi (UP)
2024-01-21,17.7,88.0,0.0,10.5,1008.0,Low Risk,Varanasi (UP)
2024-01-22,17.8,90.0,0.0,9.9,1009.6,Low Risk,Varanasi (UP)
2024-01-23,18.1,91.0,0.0,9.7,1008.1,Low Risk,Varanasi (UP)
2024-01-24,18.1,89.0,0.0,7.6,1008.3,Low Risk,Varanasi (UP)
2024-01-25,18.7,88.0,0.0,9.7,1010.4,Low Risk,Varanasi (UP)
2024-01-26,19.9,85.0,0.0,10.7,1011.1,Low Risk,Varanasi (UP)
2024-01-27,20.3,82.0,0.0,11.2,1010.0,Low Risk,Varanasi (UP)
2024-01-28,21.3,81.0,0.0,11.0,1009.2,Low Risk,Varanasi (UP)
2024-01-29,22.6,82.0,0.0,9.7,1007.6,Low Risk,Varanasi (UP)
2024-01-30,22.9,80.0,0.0,9.7,1006.7,Low Risk,Varanasi (UP)
2024-01-31,22.8,80.0,0.0,10.5,1006.4,Low Risk,Varanasi (UP)
2024-02-01,24.5,75.0,0.0,11.6,1006.3,Low Risk,Varanasi (UP)
2024-02-02,24.2,75.0,0.0,15.5,1006.5,Low Risk,Varanasi (UP)
2024-02-03,23.3,67.0,0.0,20.4,1006.9,Low Risk,Varanasi (UP)
2024-02-04,24.0,69.0,1.8,11.4,1007.8,Low Risk,Varanasi (UP)
2024-02-05,22.7,88.0,28.4,10.4,1007.4,Low Risk,Varanasi (UP)
2024-02-06,23.0,83.0,0.1,14.6,1007.8,Low Risk,Varanasi (UP)
2024-02-07,21.1,68.0,0.0,18.9,1008.4,Low Risk,Varanasi (UP)
2024-02-08,20.0,64.0,0.0,21.3,1007.9,Low Risk,Varanasi (UP)
2024-02-09,20.7,69.0,0.0,10.5,1009.8,Low Risk,Varanasi (UP)
2024-02-10,21.4,71.0,0.0,9.8,1010.4,Low Risk,Varanasi (UP)
2024-02-11,22.8,70.0,0.0,7.4,1010.0,Low Risk,Varanasi (UP)
2024-02-12,25.0,67.0,0.0,10.3,1009.1,Low Risk,Varanasi (UP)
2024-02-13,24.4,79.0,1.5,17.3,1008.0,Low Risk,Varanasi (UP)
2024-02-14,23.1,91.0,10.1,11.7,1007.1,Low Risk,Varanasi (UP)
2024-02-15,23.1,86.0,0.5,7.8,1008.8,Low Risk,Varanasi (UP)
2024-02-16,25.2,83.0,0.0,8.7,1009.0,Low Risk,Varanasi (UP)
2024-02-17,24.8,79.0,0.0,12.0,1005.2,Low Risk,Varanasi (UP)
2024-02-18,25.6,73.0,0.0,8.8,1004.0,Low Risk,Varanasi (UP)
2024-02-19,26.5,72.0,0.0,14.5,1003.4,Low Risk,Varanasi (UP)
2024-02-20,28.9,76.0,0.0,12.7,1001.2,Low Risk,Varanasi (UP)
2024-02-21,27.1,77.0,0.9,14.2,1000.1,Low Risk,Varanasi (UP)
2024-02-22,25.9,78.0,3.4,17.2,1001.7,Low Risk,Varanasi (UP)
2024-02-23,25.3,62.0,0.0,11.5,1004.8,Low Risk,Varanasi (UP)
2024-02-24,25.0,56.0,0.0,10.2,1006.1,Low Risk,Varanasi (UP)
2024-02-25,25.7,55.0,0.0,8.6,1006.8,Low Risk,Varanasi (UP)
2024-02-26,25.1,58.0,0.0,10.1,1007.5,Low Risk,Varanasi (UP)
2024-02-27,24.6,70.0,0.1,14.8,1006.4,Low Risk,Varanasi (UP)
2024-02-28,25.3,71.0,0.0,15.6,1004.7,Low Risk,Varanasi (UP)
2024-02-29,26.5,70.0,0.0,12.8,1004.6,Low Risk,Varanasi (UP)
2024-03-01,27.3,67.0,0.0,10.8,1004.9,Low Risk,Varanasi (UP)
2024-03-02,27.8,69.0,0.0,11.4,1003.9,Low Risk,Varanasi (UP)
2024-03-03,25.2,82.0,5.4,18.5,1002.9,Low Risk,Varanasi (UP)
2024-03-04,27.7,79.0,0.6,11.8,1003.5,Low Risk,Varanasi (UP)
2024-03-05,24.9,63.0,0.0,15.1,1005.3,Low Risk,Varanasi (UP)
2024-03-06,25.1,61.0,0.0,13.1,1004.4,Low Risk,Varanasi (UP)
2024-03-07,26.6,61.0,0.0,14.8,1003.6,Low Risk,Varanasi (UP)
2024-03-08,27.8,59.0,0.0,18.7,1004.4,Low Risk,Varanasi (UP)
2024-03-09,27.6,56.0,0.0,17.3,1004.8,Low Risk,Varanasi (UP)
2024-03-10,27.2,60.0,0.0,9.7,1005.6,Low Risk,Varanasi (UP)
2024-03-11,29.4,63.0,0.0,10.7,1005.1,Low Risk,Varanasi (UP)
2024-03-12,31.8,57.0,0.0,14.9,1002.8,Low Risk,Varanasi (UP)
2024-03-13,31.7,54.0,0.0,10.4,1001.4,Low Risk,Varanasi (UP)
2024-03-14,31.6,56.0,0.0,11.4,1002.1,Low Risk,Varanasi (UP)
2024-03-15,31.1,52.0,0.0,17.2,1002.5,Low Risk,Varanasi (UP)
2024-03-16,30.9,50.0,0.0,9.2,1004.2,Low Risk,Varanasi (UP)
2024-03-17,30.8,49.0,0.0,10.1,1004.1,Low Risk,Varanasi (UP)
2024-03-18,30.6,53.0,0.0,10.5,1002.6,Low Risk,Varanasi (UP)
